ROLL NUMBER,TEACHER,SUBJECT,FEEDBACK_TEXT,teaching,coursecontent,examination,labwork,library_facilities,extracurricular
1248,Dr. Mehta,Chemistry,There were lots of workshops and events. We faced issues in accessing the digital library. Good teaching methods and examples. The course covered all essential topics.,1,1,0,0,1,1
1249,Mrs. Das,Biology,Library was not maintained properly.,0,0,0,0,1,0
1250,Mr. Sharma,English,Course material was relevant and engaging.,0,1,0,0,0,0
1251,Dr. Mehta,Mathematics,The questions in the exam were tricky. Library had enough resources. Content was outdated.,0,1,1,0,1,0
1252,Ms. Rani,Economics,The teacher encouraged student interaction. We faced issues in accessing the digital library. Course material was relevant and engaging. Lab assistants were very helpful.,1,1,0,1,1,0
1253,Ms. Joshi,Biology,The teacher encouraged student interaction.,1,0,0,0,0,0
1254,Dr. Mehta,Chemistry,Student clubs were very active. The learning resources were very helpful.,0,1,0,0,0,1
1255,Prof. Khan,Computer Science,The teacher explains very clearly. There were lots of workshops and events. Course material was relevant and engaging. Lab work was poorly managed.,1,1,0,1,0,1
1256,Mr. Iyer,Mathematics,The teacher explains very clearly. New books were regularly added. Exam patterns were predictable and easy.,1,0,1,0,1,0
1257,Dr. Verma,History,The concepts were explained in a student-friendly way. New books were regularly added.,1,0,0,0,1,0
1258,Mr. Sharma,Biology,Library had enough resources. Evaluation was not up to the mark. There were lots of workshops and events.,0,0,1,0,1,1
1259,Dr. Verma,Economics,We faced issues in accessing the digital library. Loved the cultural and sports events. Lab sessions helped reinforce theory. The learning resources were very helpful.,0,1,0,1,1,1
1260,Ms. Rani,Economics,The syllabus was well-structured. Good teaching methods and examples. There were lots of workshops and events. New books were regularly added.,1,1,0,0,1,1
1261,Prof. Khan,Biology,The concepts were explained in a student-friendly way. New books were regularly added. Exam patterns were predictable and easy. Content was outdated.,1,1,1,0,1,0
1262,Ms. Rani,Mathematics,The teacher was very supportive and helpful. We faced issues in accessing the digital library. Lab sessions helped reinforce theory.,1,0,0,1,1,0
1263,Mr. Sharma,English,The questions in the exam were tricky. Course material was relevant and engaging. Student clubs were very active. New books were regularly added.,0,1,1,0,1,1
1264,Prof. Khan,Mathematics,The reading space in the library is great.,0,0,0,0,1,0
1265,Dr. Mehta,Computer Science,The reading space in the library is great. Course material was relevant and engaging. We had hands-on experience every week.,0,1,0,1,1,0
1266,Dr. Mehta,Physics,We faced issues in accessing the digital library. Great support for extracurriculars.,0,0,0,0,1,1
1267,Ms. Rani,Biology,Loved the cultural and sports events.,0,0,0,0,0,1
1268,Ms. Rani,History,Not many extracurricular activities were encouraged. Continuous assessment was beneficial. New books were regularly added.,0,0,1,0,1,1
1269,Mr. Sharma,Biology,Great support for extracurriculars.,0,0,0,0,0,1
1270,Dr. Mehta,English,Lab assistants were very helpful. The teacher was very supportive and helpful.,1,0,0,1,0,0
1271,Dr. Mehta,History,Good teaching methods and examples.,1,0,0,0,0,0
1272,Prof. Khan,Physics,There were lots of workshops and events.,0,0,0,0,0,1
1273,Dr. Verma,History,Exams were fair and well-balanced. The syllabus was well-structured. The concepts were explained in a student-friendly way. Student clubs were very active.,1,1,1,0,0,1
1274,Mr. Iyer,Computer Science,Library was not maintained properly. Labs were well-equipped and interesting. The concepts were explained in a student-friendly way.,1,0,0,1,1,0
1275,Dr. Verma,Chemistry,The teacher explains very clearly.,1,0,0,0,0,0
1276,Mrs. Das,English,The reading space in the library is great.,0,0,0,0,1,0
1277,Ms. Joshi,Mathematics,Lab work was poorly managed. The teacher encouraged student interaction. Loved the cultural and sports events.,1,0,0,1,0,1
1278,Dr. Verma,History,The syllabus was well-structured. Great support for extracurriculars. Good teaching methods and examples. Exam patterns were predictable and easy.,1,1,1,0,0,1
1279,Mr. Iyer,History,Continuous assessment was beneficial. Library was not maintained properly. Course material was relevant and engaging. There were lots of workshops and events.,0,1,1,0,1,1
1280,Mr. Iyer,English,The teacher explains very clearly. The questions in the exam were tricky. Content was outdated.,1,1,1,0,0,0
1281,Mr. Iyer,Chemistry,Course material was relevant and engaging. Exams were fair and well-balanced. Good teaching methods and examples. Lab work was poorly managed.,1,1,1,1,0,0
1282,Ms. Rani,Mathematics,The concepts were explained in a student-friendly way. Lab assistants were very helpful. New books were regularly added. The questions in the exam were tricky.,1,0,1,1,1,0
1283,Ms. Rani,Computer Science,Good teaching methods and examples. Library had enough resources. We had hands-on experience every week. Course material was relevant and engaging.,1,1,0,1,1,0
1284,Dr. Mehta,Chemistry,Library was not maintained properly. Good teaching methods and examples. Continuous assessment was beneficial. Great support for extracurriculars.,1,0,1,0,1,1
1285,Ms. Joshi,Computer Science,The syllabus was well-structured. Labs were well-equipped and interesting. There were lots of workshops and events.,0,1,0,1,0,1
1286,Mr. Sharma,Chemistry,The course covered all essential topics.,0,1,0,0,0,0
1287,Dr. Verma,Physics,The course covered all essential topics. Library was not maintained properly. Exam patterns were predictable and easy.,0,1,1,0,1,0
1288,Dr. Mehta,Chemistry,Library had enough resources. Exams were fair and well-balanced. The learning resources were very helpful.,0,1,1,0,1,0
1289,Dr. Mehta,Computer Science,The learning resources were very helpful. Lab sessions helped reinforce theory.,0,1,0,1,0,0
1290,Mr. Sharma,English,Exam patterns were predictable and easy. The reading space in the library is great.,0,0,1,0,1,0
1291,Mr. Iyer,Economics,Lab work was poorly managed. The teacher encouraged student interaction. Student clubs were very active.,1,0,0,1,0,1
1292,Ms. Joshi,Computer Science,Good teaching methods and examples. Lab assistants were very helpful. The syllabus was well-structured. Student clubs were very active.,1,1,0,1,0,1
1293,Mr. Iyer,Mathematics,Evaluation was not up to the mark. The course covered all essential topics. The teacher was very supportive and helpful. Great support for extracurriculars.,1,1,1,0,0,1
1294,Prof. Khan,Computer Science,Exams were fair and well-balanced. The teacher encouraged student interaction. Course material was relevant and engaging. We had hands-on experience every week.,1,1,1,1,0,0
1295,Mr. Sharma,Biology,The learning resources were very helpful. Exam patterns were predictable and easy. We had hands-on experience every week.,0,1,1,1,0,0
1296,Dr. Verma,Physics,The questions in the exam were tricky. Lab sessions helped reinforce theory.,0,0,1,1,0,0
1297,Mr. Sharma,Physics,Labs were well-equipped and interesting.,0,0,0,1,0,0
1298,Mrs. Das,History,The syllabus was well-structured. Evaluation was not up to the mark.,0,1,1,0,0,0
1299,Mr. Sharma,Mathematics,Not many extracurricular activities were encouraged. Exam patterns were predictable and easy. Content was outdated. Lab assistants were very helpful.,0,1,1,1,0,1
1300,Ms. Joshi,Physics,Library had enough resources. Not many extracurricular activities were encouraged.,0,0,0,0,1,1
1301,Ms. Joshi,Computer Science,Good teaching methods and examples. New books were regularly added. Student clubs were very active.,1,0,0,0,1,1
1302,Prof. Khan,Computer Science,Labs were well-equipped and interesting. Good teaching methods and examples. Content was outdated. The questions in the exam were tricky.,1,1,1,1,0,0
1303,Mrs. Das,History,We had hands-on experience every week. Great support for extracurriculars. The teacher encouraged student interaction.,1,0,0,1,0,1
1304,Ms. Rani,History,The questions in the exam were tricky. We had hands-on experience every week. The learning resources were very helpful. Library was not maintained properly.,0,1,1,1,1,0
1305,Mr. Sharma,History,The teacher explains very clearly. There were lots of workshops and events.,1,0,0,0,0,1
1306,Ms. Joshi,Chemistry,Content was outdated. New books were regularly added.,0,1,0,0,1,0
1307,Mr. Sharma,Mathematics,Lab sessions helped reinforce theory.,0,0,0,1,0,0
1308,Mr. Iyer,Mathematics,Content was outdated. Good teaching methods and examples. Not many extracurricular activities were encouraged.,1,1,0,0,0,1
1309,Mrs. Das,History,Good teaching methods and examples. Content was outdated. Not many extracurricular activities were encouraged. Lab work was poorly managed.,1,1,0,1,0,1
1310,Prof. Khan,Biology,Continuous assessment was beneficial. New books were regularly added. The teacher was very supportive and helpful.,1,0,1,0,1,0
1311,Prof. Khan,Mathematics,Continuous assessment was beneficial. The teacher explains very clearly. Course material was relevant and engaging.,1,1,1,0,0,0
1312,Mr. Sharma,English,Good teaching methods and examples. Exam patterns were predictable and easy. There were lots of workshops and events.,1,0,1,0,0,1
1313,Dr. Mehta,History,The concepts were explained in a student-friendly way. Library had enough resources.,1,0,0,0,1,0
1314,Ms. Rani,Physics,New books were regularly added. The questions in the exam were tricky.,0,0,1,0,1,0
1315,Mr. Sharma,English,Lab assistants were very helpful. Evaluation was not up to the mark. There were lots of workshops and events.,0,0,1,1,0,1
1316,Ms. Rani,Physics,We faced issues in accessing the digital library.,0,0,0,0,1,0
1317,Mrs. Das,History,Continuous assessment was beneficial. The concepts were explained in a student-friendly way. The reading space in the library is great.,1,0,1,0,1,0
1318,Dr. Mehta,Physics,Course material was relevant and engaging.,0,1,0,0,0,0
1319,Mr. Iyer,Biology,Not many extracurricular activities were encouraged. Good teaching methods and examples. Evaluation was not up to the mark. Labs were well-equipped and interesting.,1,0,1,1,0,1
1320,Ms. Rani,English,Lab sessions helped reinforce theory. Exams were fair and well-balanced.,0,0,1,1,0,0
1321,Ms. Rani,Computer Science,The concepts were explained in a student-friendly way. New books were regularly added. Great support for extracurriculars.,1,0,0,0,1,1
1322,Mr. Sharma,English,Library was not maintained properly. The teacher explains very clearly. The learning resources were very helpful.,1,1,0,0,1,0
1323,Ms. Rani,Biology,We faced issues in accessing the digital library. Good teaching methods and examples.,1,0,0,0,1,0
1324,Dr. Mehta,History,New books were regularly added.,0,0,0,0,1,0
1325,Prof. Khan,Economics,Student clubs were very active.,0,0,0,0,0,1
1326,Ms. Rani,Computer Science,We faced issues in accessing the digital library.,0,0,0,0,1,0
1327,Prof. Khan,Biology,Library was not maintained properly.,0,0,0,0,1,0
1328,Ms. Joshi,Chemistry,Lab work was poorly managed. The teacher was very supportive and helpful. The learning resources were very helpful.,1,1,0,1,0,0
1329,Dr. Verma,Physics,Student clubs were very active. Content was outdated. Labs were well-equipped and interesting. The teacher was very supportive and helpful.,1,1,0,1,0,1
1330,Mrs. Das,History,We had hands-on experience every week.,0,0,0,1,0,0
1331,Ms. Rani,English,Good teaching methods and examples. We faced issues in accessing the digital library. The course covered all essential topics. There were lots of workshops and events.,1,1,0,0,1,1
1332,Ms. Joshi,Biology,The syllabus was well-structured.,0,1,0,0,0,0
1333,Dr. Verma,History,The teacher was very supportive and helpful. Library had enough resources. Continuous assessment was beneficial. Not many extracurricular activities were encouraged.,1,0,1,0,1,1
1334,Ms. Joshi,Mathematics,We faced issues in accessing the digital library. Lab sessions helped reinforce theory. Loved the cultural and sports events. The teacher encouraged student interaction.,1,0,0,1,1,1
1335,Mr. Iyer,Economics,The syllabus was well-structured. The concepts were explained in a student-friendly way. Labs were well-equipped and interesting. Exam patterns were predictable and easy.,1,1,1,1,0,0
1336,Mrs. Das,Chemistry,Content was outdated. We faced issues in accessing the digital library.,0,1,0,0,1,0
1337,Dr. Verma,English,Exam patterns were predictable and easy.,0,0,1,0,0,0
1338,Dr. Verma,Chemistry,The questions in the exam were tricky.,0,0,1,0,0,0
1339,Mr. Sharma,Mathematics,Continuous assessment was beneficial.,0,0,1,0,0,0
1340,Dr. Mehta,Economics,Good teaching methods and examples.,1,0,0,0,0,0
1341,Ms. Joshi,History,Student clubs were very active.,0,0,0,0,0,1
